title,artist
Dior 2001,RIN
Woo,Rihanna
Switch,Iggy Azalea
A l'Ammoniaque,PNL
Hey Everybody!,5 Seconds of Summer
Waterfall,Stargate
Du swipa höger,Emil Berg
Criminal,Trío Los Josefinos
Envolvimento,MC Loma e As Gêmeas Lacração
Changing,Sigma
Lullaby,Sigala
Olha a Explosão,MC Kevinho
Canal St.,A$AP Rocky
Sanctify,Olly Alexander (Years & Years)
Scooby Doo Papa!,Lean Trap
Cocky,A$AP Rocky
Redemption Interlude,Zacari
Right Now,Nick Jonas
Bada nakna,Samir & Viktor
Same Ol’ Mistakes,Rihanna
Jag hade en gång en båt,Allyawan
schizophrenia,XXXTENTACION
Wait,Maroon 5
Hard Feelings/Loveless,Lorde
Owe Me,Big Sean
GPS,Maluma
Ricchi x Sempre,Sfera Ebbasta
So Good (& Metro Boomin),Big Sean
No Sleep Leak,Lil Uzi Vert
Wednesday Night Interlude,Drake
Ayala (Outro),XXXTENTACION
Killing Spree,Logic
Company,Drake
5 Songs in einer Nacht,Capital Bra
Faking It,Calvin Harris
Groupie Love,Lana Del Rey
Whiskey,Maroon 5
End Of Discussion,Rich The Kid
untitled 05 | 09.21.2014.,Kendrick Lamar
Furthest Thing,Drake
Midnight City,M83
Leave Out All The Rest,Linkin Park
Linger,The Cranberries
Confess,Logic
Hey Ya!,Outkast
Dark Queen,Lil Uzi Vert
Hypnotised,Coldplay
Planez,Jeremih
untitled 04 | 08.14.2014.,Kendrick Lamar
Rhythm Inside,Loïc Nottet
Boss,Lil Pump
Reflections,MisterWives
Skrt On Me,Calvin Harris
Moving On and Getting Over,John Mayer
Angel,Fifth Harmony
One Day At A Time,Sam Smith
On The Loose,Niall Horan
Blackstar,David Bowie
Backpack,Justin Bieber
Lord Pretty Flacko Jodye 2 (LPFJ2),A$AP Rocky
Arrows,Fences
Take It Back,Logic
When I Find Love Again,James Blunt
The Blacker The Berry,Kendrick Lamar
30 for 30 Freestyle,Drake
Writer In The Dark,Lorde
The Kids Aren't Alright,Fall Out Boy
Again,Noah Cyrus
All Your Fault,Big Sean
MIC Drop,BTS
Remember I Told You,Nick Jonas
Agora Vai Sentar,MC's Jhowzinho & Kadinho
untitled 06 | 06.30.2014.,Kendrick Lamar
BURN IT DOWN,Linkin Park
u,Kendrick Lamar
Breaking The Habit,Linkin Park
Dangerous,The xx
A Little Party Never Killed Nobody (All We Got),Fergie
Breathe,Astrid S
White Mustang,Lana Del Rey
White Christmas,Darlene Love
Boredom,"Tyler, The Creator"
Light,Big Sean
You & The 6,Drake
Sober II (Melodrama),Lorde
Crash and Burn,Thomas Rhett
I Have Questions,Camila Cabello
Friend Of Mine,Avicii
Start Over,Imagine Dragons
Habiba,Boef
Voices In My Head/Stick To The Plan,Big Sean
America,Logic
Self-Made,Bryson Tiller
What Kind Of Man,Florence + The Machine
No Cap,Future
On My Way,Axwell /\ Ingrosso
High End,Chris Brown
Travesuras,Nicky Jam
Feelings Mutual,Lil Uzi Vert
Don't Get Too High,Bryson Tiller
Ready to Run,One Direction
Devastated,Joey Bada$$
untitled 08 | 09.06.2014.,Kendrick Lamar
Forbidden Voices,Martin Garrix
Millionär,187 Strassenbande
Walk On Water,Thirty Seconds To Mars
The Explanation,XXXTENTACION
Nobody Can Save Me,Linkin Park
Free Fallin',Tom Petty
American Dream,MKTO
dimple,BTS
Shape of You,Ed Sheeran
As If It's Your Last,BLACKPINK
Hallelujah,Logic
Beautiful People Beautiful Problems,Lana Del Rey
Told You So,Paramore
Outlet,Desiigner
Ink Blot,Logic
Good Drank,2 Chainz
Learn To Let Go,Kesha
Famous,21 Savage
Stay The Night,Zedd
Turning Tables,Adele
Peek A Boo,Lil Yachty
Pinne for Landet,Freddy Kalas
Woman,Kesha
El Farsante,DJ Jonathan
I Forget Where We Were,Ben Howard
You Just Want My Money,Jason French
Hood Politics,Kendrick Lamar
All I Need,Joakim Lundell
Five Hours,Deorro
Super Trapper,Future
Once In A Lifetime,Flo Rida
California,Childish Gambino
Bad Blood,Taylor Swift
Tompkins Square Park,Mumford & Sons
Never Let Me Go,Alok
Gang Up,Young Thug
Untouchable,Tritonal
Undressed,Kim Cesarion
For Free? - Interlude,Kendrick Lamar
What Would I Change It To,Avicii
Fireproof,One Direction
No Control,One Direction
wRoNg,ZAYN
Come And Get It,John Newman
Give Me Love,Ed Sheeran
Where You Belong,The Weeknd
Culture,Migos
No Promises,Shawn Mendes
33 “GOD”,Bon Iver
Moonlight,Ariana Grande
Bigger Than Me,Big Sean
Burn the Witch,Radiohead
Faith - Remastered,George Michael
Have Some Love,Childish Gambino
I Miss You,Grey
Hold Me Down,Halsey
G.O.M.D.,J. Cole
On My Way,Tiësto
Bad Guy,Eminem
P**** Print,Gucci Mane
Guld och gröna skogar,Hasse Andersson
In Common,Alicia Keys
dRuNk,ZAYN
Fire Squad,J. Cole
Brown Paper Bag,Migos
Girl Almighty,One Direction
I Know There's Gonna Be (Good Times),Jamie xx
Fool's Gold,One Direction
Not Afraid Anymore,Halsey
So F**kin' Romantic,Matthew Koma
Winter Wonderland,Blue Suede Daddys
Salted Wound,Sia
Patience,Shawn Mendes
I Know You,Skylar Grey
Ruin,Shawn Mendes
Excuse Me,A$AP Rocky
Manicomio,Cosculluela
Drum,MØ
Perm,Bruno Mars
Straight Up & Down,Bruno Mars
How Much A Dollar Cost,Kendrick Lamar
Low Lights,Kanye West
Lips,The xx
Diamond Heart,Lady Gaga
Pop Style,Drake
I Dare You,The xx
One Last Night,Vaults
Work Song,Hozier
Jet Black Heart,5 Seconds of Summer
Dancin' In Circles,Lady Gaga
Greek Tragedy,The Wombats
Joanne,Lady Gaga
For Sale? - Interlude,Kendrick Lamar
Frank's Track,Kanye West
A Tale of 2 Citiez,J. Cole
Momma,Kendrick Lamar
fOoL fOr YoU,ZAYN
Dang!,Mac Miller
Find Me,Kings of Leon
Winter Things,Ariana Grande
Tuscan Leather,Drake
Leave Me Lonely,Ariana Grande
True Colors,Zedd
Summer Nights,Tiësto
Wilder Mind,Mumford & Sons
"Atlas, Rise!",Metallica
You & I,One Direction
Sting,Eric Saade
'Tis a Pity She Was a Whore,David Bowie
John Wayne,Lady Gaga
Starboy - Kygo Remix,The Weeknd
True Disaster,Tove Lo
We The People....,A Tribe Called Quest
Ziggy Stardust - 2012 Remastered Version,David Bowie
From Time,Drake
Firework,Katy Perry
Last Christmas,Carly Rae Jepsen
The Getaway,Red Hot Chili Peppers
The Life,Fifth Harmony
Bad Decisions,Ariana Grande
Touch It,Ariana Grande
My Favorite Part,Mac Miller
Complexion (A Zulu Love),Kendrick Lamar
Changes - 1999 Remastered Version,David Bowie
Three Empty Words,Shawn Mendes
Lord Knows,Meek Mill
Hey Jude - Remastered 2015,The Beatles
Wyclef Jean,Young Thug
TiO,ZAYN
The Language,Drake
A Head Full of Dreams,Coldplay
Legacy,Eminem
Winter Wonderland / Don't Worry Be Happy,Pentatonix
30 Hours,Kanye West
Influence,Tove Lo
WILD,Troye Sivan
Starman - 2012 Remastered Version,David Bowie
Love Me Do - Remastered 2009,The Beatles
Litty,Meek Mill
Fiction,Kygo
rEaR vIeW,ZAYN
Irresistible,Fall Out Boy
715 - CR∑∑KS,Bon Iver
Honest,Shawn Mendes
44 Bars,Logic
8 (circle),Bon Iver
Sometimes,Ariana Grande
You Want It Darker,Leonard Cohen
When You Love Someone,James TW
Thinking Bout You,Ariana Grande
Gold,Imagine Dragons
Fun,Coldplay
Holy Ghost,A$AP Rocky
You Ain't Gotta Lie (Momma Said),Kendrick Lamar
We All Want The Same Thing,Rixton
666 ʇ,Bon Iver
Music To Watch Boys To,Lana Del Rey
Crazy Brazy,A$AP Mob
Birds,Coldplay
Sober,Selena Gomez
Help! - Remastered 2009,The Beatles
Random,G-Eazy
Guwop Home,Gucci Mane
Hey Girl,Lady Gaga
Solo,Frank Ocean
Jump Out the Face,Meek Mill
Chill Bill REMIX,Rob $tone
All You Need Is Love - Remastered,The Beatles
MY PYT,Wale
Don't Threaten Me With A Good Time,Panic! At The Disco
Headlights,Eminem
Bang Bang,Green Day
December,Ariana Grande
When We Dig for Gold In the USA,Amanda Jenssen
Sledgehammer,Rihanna
She's Out Of Her Mind,blink-182
Fine Whine,A$AP Rocky
BoRdErSz,ZAYN
Standing in the Rain,Action Bronson
Home,One Direction
Psycho,Muse
Back Where I Belong,Otto Knows
Nede Mette,Blak
Everywhere I Go (Kings and Queens),New Politics
23,Mike WiLL Made-It
Alaska,Maggie Rogers
Cleopatra,The Lumineers
Hate The Way,G-Eazy
This Christmas,Chris Brown
I'm In Control,AlunaGeorge
Love Me,The 1975
Kizunguzungu,SaRaha
Revival,Selena Gomez
Burnin' It Down,Jason Aldean
Nothing Like This,Blonde
One Of Them,G-Eazy
Lost And Found,Ellie Goulding
James Joint,Rihanna
I Want To Hold Your Hand - Remastered 2015,The Beatles
Jukebox Joints,A$AP Rocky
Freak Of The Week,Krept & Konan
Girl Loves Me,David Bowie
Save Me,Wiktoria
Talk To Myself,Avicii
Constellation Prize,Robin Bengtsson
Feeling Good,Avicii
Sue (Or In a Season of Crime),David Bowie
LA Devotee,Panic! At The Disco
There Will Be Time,Mumford & Sons
Rebel Rebel - 1999 Remastered Version,David Bowie
Anyway,Chris Brown
MiNd Of MiNdd (Intro),ZAYN
Fly Away,5 Seconds of Summer
Something - Remastered,The Beatles
Believe Me,Lil Wayne
Higher,Rihanna
Håll om mig hårt,Panetoz
Hello Friday,Flo Rida
INTERMISSION: fLoWer,ZAYN
Dollar Days,David Bowie
Genghis Khan,Miike Snow
UGH!,The 1975
Book Of Love,Felix Jaehn
Throne,Bring Me The Horizon
Never Ending,Rihanna
Yellow Submarine - Remastered 2009,The Beatles
Hallelujah,Panic! At The Disco
#SELFIE - Original Mix,The Chainsmokers
Eleanor Rigby - Remastered,The Beatles
Twist And Shout - Remastered,The Beatles
Keeping Your Head Up,Birdy
Just Smoke,Mumford & Sons
Crazy=Genius,Panic! At The Disco
Mortal Man,Kendrick Lamar
Bad Girls,MKTO
Pullin Up,Meek Mill
Dirty Mind,Flo Rida
Drowning Shadows,Sam Smith
One Last Time,Miriam Bryant
Ginza - Remix,J Balvin
Kingdom Come,Demi Lovato
Nocturnal,Disclosure
Freak,Lana Del Rey
Back Together,Robin Thicke
Mayor Que Yo 3,Luny Tunes
M'$,A$AP Rocky
Drank & Drugs,Lil Kleine
Permanent Vacation,5 Seconds of Summer
Broken Home,5 Seconds of Summer
Monster,Mumford & Sons
Army,Ellie Goulding
Follow You,Bring Me The Horizon
Ship To Wreck,Florence + The Machine
Something from Nothing,Foo Fighters
Mercy,Muse
Déjà vu,Giorgio Moroder
JD,A$AP Rocky
Undiscovered,Laura Welsh
Spaces,One Direction
I'm On Fire,AWOLNATION
Tell Me,Lost Frequencies
Act My Age,One Direction
Blue Christmas - Live,Elvis Presley
Clouds,One Direction
Started From the Bottom,Drake
Jag är fri,Jon Henrik Fjällgren
6PM In New York,Drake
Change Your Ticket,One Direction
Silent Night,Michael Bublé
Wu-Tang Forever,Drake
Bare min,Morgan Sulele
Rhyme Or Reason,Eminem
Get On Your Knees,Nicki Minaj
Gold Dust,Galantis
January 28th,J. Cole
Loyal,Chris Brown
Own It,Drake
Play No Games,Big Sean
Leave Your Lover,Sam Smith
Hot Gates,Mumford & Sons
03' Adolescence,J. Cole
Steal My Girl - 88 Ninety's 'Raiders of the Lost Art' Remix,One Direction
Merry Christmas Everyone,Johnny Newport
I Put A Spell On You (Fifty Shades of Grey),Annie Lennox
Once in a Lifetime,One Direction
Happy,Ken Floor
Run Run Run,Kelly Clarkson
The Spark,AFROJACK
Glory (From the Motion Picture Selma),Common
Meet Me In The Middle,Jessie Ware
Christmas Time,The Platters
Rockin' Around The Christmas Tree,Jaymes Reunion
Doing It,Charli XCX
Masterpiece,Jessie J
Pound Cake / Paris Morton Music 2,Drake
Illusion,One Direction
Rudolph the Red Nosed Reindeer,John Denver
Love Me Like You Mean It,Kelsea Ballerini
Polaroid,Imagine Dragons
Love Game,Eminem
Blue Moon,Beck
Broad-Shouldered Beasts,Mumford & Sons
Mis Deseos / Feliz Navidad (duet with Thalia),Michael Bublé
Morning,Beck
Happily,One Direction
Only Love,Mumford & Sons
Hold You Down,DJ Khaled
Cold Arms,Mumford & Sons
Dead Inside,Muse
Ditmas,Mumford & Sons
Frosty The Snowman,Gene Autry
Not In That Way,Sam Smith
BO$$,Fifth Harmony
Midnight Memories,One Direction
Diana,One Direction
Apparently,J. Cole
So Much Better,Eminem
Christmas (Baby Please Come Home),Winterland Big Band
Max B,A$AP Rocky
*******,Eminem
Wavybone,A$AP Rocky
Hela huset,Veronica Maggio
Sweet Talker,Jessie J
Homegrown,Zac Brown Band
Reflektor,Arcade Fire
"Mary, Did You Know?",Pentatonix
St. Tropez,J. Cole
"Side 1, Pt. 1: Things Left Unsaid",Pink Floyd
The Feast and The Famine,Foo Fighters
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy
All About You,Hilary Duff
A Little Party Never Killed Nobody (All We Got),The Starlite Singers
Doo Doo,Troy Ave
Weekend,Priory
Flawless Remix,Beyoncé
Lighthouse,Nicky Romero
Got It,Marian Hill
Verge,Owl City
Pharsyde,A$AP Rocky
Somewhere to Run,Krewella
3005,Childish Gambino
Something in the Water,Carrie Underwood
Hey Mama,David Guetta
Beg For It,Iggy Azalea
Life Of The Party,Shawn Mendes
Shake It Off,Us The Duo
Check,Meek Mill
Springfield,Tungevaag
New National Anthem,T.I.
Back In Black,AC/DC
Medicine,The 1975
Real Love,Tom Odell
Sugar - Remix,Maroon 5
You & Me - Flume Remix,Disclosure
Younger - Kygo Remix,Seinabo Sey
Best Mistake,Ariana Grande
All Eyes On You,Meek Mill
Tear in My Heart,Twenty One Pilots
Dreams,Beck
Real Life,Jake Owen
Coffee (F***ing),Miguel
Bloodstream,Ed Sheeran
Thunderstruck,AC/DC
I Got the Juice,Meek Mill
Heavydirtysoul,Twenty One Pilots
Better Things,A$AP Rocky
Classic,Meek Mill
Ignition / Do You... (Mashup),Phoebe Ryan
Reapers,Muse
West Side Highway,A$AP Rocky
SummerThing!,AFROJACK
A Million Voices - Eurovision 2015 - Russia,Polina Gagarina
Back Home,A$AP Rocky
100,The Game
Where It All Begins,Hunter Hayes
Moves Like Jagger - Studio Recording From The Voice Performance,Maroon 5
I Love It When You Cry (Moxoki),Steve Aoki
Leave A Trace,CHVRCHES
How Bad Do You Want It (Oh Yeah),Sevyn Streeter
Children Of The Wild,Steve Angello
Unter meiner Haut - Radio Mix,Gestört aber GeiL
Girl Crush,Little Big Town
Parijs,Kenny B
Something New,Axwell /\ Ingrosso
Fy Fan Va Stek,De Vet Du
Don't Wanna Fight,Alabama Shakes
Cherry Wine - Live,Hozier
Riding With The King,Eric Clapton
The Thrill Is Gone,B.B. King
Sweet Home Alabama,Lynyrd Skynyrd
Born in the U.S.A.,Bruce Springsteen
Defector,Muse
Better Not Look Down - Single Version,B.B. King
Wolves Without Teeth,Of Monsters and Men
Secrets,Tiësto
Dreams (Interlude),A$AP Rocky
The Trillest,Meek Mill
Delilah,Florence + The Machine
Bad for You,Meek Mill
Ambitionz,Meek Mill
"How Big, How Blue, How Beautiful",Florence + The Machine
Golden Boy - Eurovision 2015 - Israel,Nadav Guedj
Ties,Olly Alexander (Years & Years)
What Went Down,Foals
Holding On,Disclosure
Fan va bra,Jakob Karlberg
You Shook Me All Night Long,AC/DC
Been That,Meek Mill
Gold Digger,Kanye West
Crystals,Of Monsters and Men
Tonight Again,Guy Sebastian
Goodbye To Yesterday,Elina Born & Stig Rästa
How to Save a Life,The Fray
Classic Man - Remix,Jidenna
Peaches N Cream,Snoop Dogg
Under the Bridge,Red Hot Chili Peppers
Puss (Prod. by Rhymer),JIMIN
All Cried Out,Blonde
Infinity,Mariah Carey
Fairly Local,Twenty One Pilots
Good Lovin,Ludacris
Push It,iSHi
Steps,Handsome Ghost
