title,author
Stories of Your Life and Others,Ted Chiang
Narcissus in Chains,Laurell K. Hamilton
Voices from Chernobyl: The Oral History of a Nuclear Disaster,Svetlana Alexievich
City of Golden Shadow,Tad Williams
The Fog,James Herbert
"Varney the Vampire; or, The Feast of Blood",James Malcolm Rymer
My Heart Is a Chainsaw,Stephen Graham Jones
Heir of Broken Fate,Mads Rafferty
The Opposite of Loneliness: Essays and Stories,Marina Keegan
Lights on the Sea,Miquel Reina
All Over But the Shoutin',Rick Bragg
Radiant Shadows,Melissa Marr
Don't Close Your Eyes,Lynessa James
Reasons to Stay Alive,Matt Haig
Batman: The Long Halloween,Jeph Loeb
Crossroads and the Dominion of Four,C. Toni Graham
Rhythm of War,Brandon Sanderson
The First Fifteen Lives of Harry August,Claire North
I'm Thinking of Ending Things,Iain Reid
Nutshell,Ian McEwan
The Declaration,Gemma Malley
The Thursday Murder Club,Richard Osman
Verity,Colleen Hoover
Sklepy cynamonowe / Sanatorium pod Klepsydrą,Bruno Schulz
Слънце недосегаемо,Николай Теллалов
Endless Night,Richard Laymon
The Motorcycle Diaries: Notes on a Latin American Journey,Ernesto Che Guevara
I Have Never,Camilla Isley
There There,Tommy Orange
The White Dragon,Anne McCaffrey
Counting by 7s,Holly Goldberg Sloan
"Understanding China: Learning from China's Past, Present, and Future",Stefan Piech
'Tis,Frank McCourt
The First to Die at the End,Adam Silvera
Devil in Winter,Lisa Kleypas
Eternal Kiss of Darkness,Jeaniene Frost
Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling
Invitation to a Beheading,Vladimir Nabokov
Kill Switch,Penelope Douglas
An Ideal Husband,Oscar Wilde
The Tiger's Wife,Téa Obreht
The Distant Hours,Kate Morton
The Fever,Megan Abbott
Dark Rooms,Lili Anolik
"""Look Here, Sir, What a Curious Bird"": Searching for Ali, Alfred Russel Wallace's Faithful Companion",Paul Spencer Sochaczewski
Shifting Moon,Hope Worthington
Keeping the Moon,Sarah Dessen
The Sex Lives of Siamese Twins,Irvine Welsh
Gardens of the Moon,Steven Erikson
"What Happened To You? Conversations on Trauma, Resilience, and Healing",Bruce D. Perry
Stray,Rachel Vincent
"Sex in the Title: A Comedy about Dating, Sex, and Romance in NYC",Zack Love
Cruel Beauty,Rosamund Hodge
Tooth for Tooth,J.K. Franko
The Monarch's Ring,Johnathon Nicolaou
The Hostile Hospital,Lemony Snicket
Dreamless,Josephine Angelini
In the Afterlight,Alexandra Bracken
The Power,Naomi Alderman
Breaking Free,Rachel Jeffs
Burnt Offerings,Laurell K. Hamilton
Find Your People: Building Deep Community in a Lonely World,Jennie Allen
The Grifters,Jim Thompson
The Confusion,Neal Stephenson
"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past Life Therapy That Changed Both Their Lives",Brian L. Weiss
Holding Up the Universe,Jennifer Niven
The Total Money Makeover: A Proven Plan for Financial Fitness,Dave Ramsey
"Prisoners of the Castle: An Epic Story of Survival and Escape from Colditz, the Nazis' Fortress Prison",Ben Macintyre
"The Bomber Mafia: A Dream, a Temptation, and the Longest Night of the Second World War",Malcolm Gladwell
Black Dagger Brotherhood: Boxed Set #1-6,J.R. Ward
Notes from a Small Island,Bill Bryson
"God Bless You, Mr. Rosewater",Kurt Vonnegut Jr.
Lord of Light,Roger Zelazny
Remember Me?,Sophie Kinsella
The American Girl,Eoin Dempsey
Tail of the Devil,Danielle DeVor
Kitchen,Banana Yoshimoto
The Adventures of Captain Underpants,Dav Pilkey
The Woman Who Rides Like a Man,Tamora Pierce
The Elements of Style,William Strunk Jr.
Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb
The Setting Sun,Osamu Dazai
Triptych,Karin Slaughter
The Memory Police,Yōko Ogawa
Abraham Lincoln: Vampire Hunter,Seth Grahame-Smith
Finnegans Wake,James Joyce
Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely
An Elephant Is On My House: And Other Poems,Othen Donald Dale Cummings
Confederates: A Novel,Thomas Keneally
Unseen Academicals,Terry Pratchett
Resurrection,Leo Tolstoy
The Concrete Blonde,Michael    Connelly
"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",Tracy Kidder
Evil Among Us,J.K. Accinni
The Essential Rumi,Jalal ad-Din Muhammad ar-Rumi
Living History,Hillary Rodham Clinton
The Cow in the Parking Lot: A Zen Approach to Overcoming Anger,Leonard Scheff
"Fairest (The Lunar Chronicles, #3.5)",Marissa Meyer
The Club Dumas,Arturo Pérez-Reverte
At the Mountains of Madness,H.P. Lovecraft
The Body Code: Unlocking Your Body's Ability to Heal Itself,Bradley  Nelson
The Echo of Old Books,Barbara  Davis
Hell House,Richard Matheson
Paradise,Judith McNaught
Soul of the Fire,Terry Goodkind
A Simple Plan,Scott        Smith
Gabriel's Redemption,Sylvain Reynard
Let's Pretend This Never Happened: A Mostly True Memoir,Jenny  Lawson
Styxx,Sherrilyn Kenyon
The Housemaid,Freida McFadden
The Age of Miracles,Karen Thompson Walker
The Man in the Brown Suit,Agatha Christie
Then She Was Gone,Lisa Jewell
The Perfect Child,Lucinda Berry
Drawing Blood,Poppy Z. Brite
"I, Claudius/Claudius the God",Robert Graves
Jessica's Guide to Dating on the Dark Side,Beth Fantaskey
The Library at Mount Char,Scott  Hawkins
Orientalism,Edward W. Said
Mercy,Lucian Bane
Borealis: A Worldmaker of Yand Novel,Andri E. Elia
The First Man in Rome,Colleen McCullough
Fire and Ice,Erin Hunter
Vietnam: A History,Stanley Karnow
The Friendly Mouse,Sophia R. Tyler
Wintersmith,Terry Pratchett
Children of Dune,Frank Herbert
Dragonsong,Anne McCaffrey
After We Collided,Anna Todd
Magic Slays,Ilona Andrews
Tales of Mystery and Imagination,Edgar Allan Poe
Nothing to Envy: Ordinary Lives in North Korea,Barbara Demick
The Prison Healer,Lynette Noni
Alcoholics Anonymous,Alcoholics Anonymous
The Bedroom Secrets of the Master Chefs,Irvine Welsh
Calvin and Hobbes,Bill Watterson
The Caine Mutiny,Herman Wouk
We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch
A Thousand Pieces of You,Claudia Gray
The Carnivorous Carnival,Lemony Snicket
Hairspray and Lighter,J. Jupes
"Girl, Woman, Other",Bernardine Evaristo
Once Burned,Jeaniene Frost
A House Without Windows,Stevie Turner
A Gracious Enemy,Michael G. Kramer
The Poetry of Pablo Neruda,Pablo Neruda
Frisk,Dennis Cooper
Concrete Island,J.G. Ballard
"The Sandman, Vol. 7: Brief Lives",Neil Gaiman
The Gift of Fear: Survival Signals That Protect Us from Violence,Gavin de Becker
Life and Fate,Vasily Grossman
The Orange Girl,Jostein Gaarder
The Pale Horseman,Bernard Cornwell
Flow: The Psychology of Optimal Experience,Mihály Csíkszentmihályi
"Sherlock Holmes: The Complete Novels and Stories, Volume I",Arthur Conan Doyle
The Dragonet Prophecy,Tui T. Sutherland
"Elixir (Covenant, #3.5)",Jennifer L. Armentrout
The Dark Is Rising,Susan Cooper
"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration",Ed Catmull
The Crow Road,Iain Banks
Blindsight,Peter Watts
Reunion,Jenny Carroll
"Champagne Widows: First Woman of Champagne, Veuve Clicquot",Rebecca Rosenberg
The Atlantis Complex,Eoin Colfer
In the Time of the Butterflies,Julia Alvarez
1st to Die,James Patterson
No Exit,Jean-Paul Sartre
Losing It,Cora Carmack
Undone,Karin Slaughter
Ring,Kōji Suzuki
Ghost Town,Rachel Caine
Titus Andronicus,William Shakespeare
The Secret Hour,Scott Westerfeld
The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,Timothy Egan
The Complete Fairy Tales,Oscar Wilde
Go Set a Watchman,Harper Lee
Syrian Brides,Anna Halabi
The Howling,Gary Brandner
The Jewel of Seven Stars,Bram Stoker
The House by the Churchyard,J. Sheridan Le Fanu
The Case of the Careless Kitten,Erle Stanley Gardner
The Day Jesus Rode Into Croydon,Kirk St Moritz
The Devil Rides Out,Dennis Wheatley
Clown in a Cornfield,Adam Cesare
Not Okay,Brett Axel
Nefertiti,Michelle    Moran
Batman: Year One,Frank Miller
Dealing with Dragons,Patricia C. Wrede
Blood in the Skies,G.D. Falksen
Leonardo da Vinci,Walter Isaacson
North of Beautiful,Justina Chen
Out Stealing Horses,Per Petterson
How the King of Elfhame Learned to Hate Stories,Holly Black
Off Season,Jack Ketchum
Winter's Tale,Mark Helprin
A Constellation of Vital Phenomena,Anthony Marra
Fallen Crest High,Tijan
Brooklyn,Colm Tóibín
The Rise of Mallory,Roy Huff
Squire,Tamora Pierce
Mack,Mimi Jean Pamfiloff
The Chronicle of Sapta Sindhu,Aporva Kala
Ash Princess,Laura Sebastian
The Magician,Michael Scott
The Magic Faraway Tree,Enid Blyton
The Twilight Saga,Stephenie Meyer
The Innocent Man: Murder and Injustice in a Small Town,John Grisham
Son,Lois Lowry
Jingo,Terry Pratchett
Use of Weapons,Iain M. Banks
Queen of the Darkness,Anne Bishop
"One Piece, Volume 1: Romance Dawn",Eiichiro Oda
History of the Peloponnesian War,Thucydides
Carve the Mark,Veronica Roth
A Is for Alibi,Sue Grafton
The Signature of All Things,Elizabeth Gilbert
Complicated Moonlight,Lynessa Layne
Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami
Wife For Sale,Tabita Gutu
FDR Unmasked: 73 Years of Medical Cover-ups That Rewrote History,Steven Lomazow
The Girl Who Circumnavigated Fairyland in a Ship of Her Own Making,Catherynne M. Valente
الأسود يليق بك,Ahlam Mosteghanemi
Raw,Belle Aurora
My Heart and Other Black Holes,Jasmine Warga
The Darkest Kiss,Gena Showalter
Ordinary People,Judith Guest
Erak's Ransom,John Flanagan
The Colossus Rises,Peter Lerangis
My Name Is Memory,Ann Brashares
Notice Me,Emem Uko
The Art of Loving,Erich Fromm
The Twilight Saga Complete Collection,Stephenie Meyer
The Elementals,Michael McDowell
Stolen Innocence,Elissa Wall
The Name of the Star,Maureen Johnson
Fantastic Beasts and Where to Find Them: The Original Screenplay,J.K. Rowling
The Cheat Sheet,Sarah       Adams
The Three Stigmata of Palmer Eldritch,Philip K. Dick
"Y: The Last Man, Vol. 1: Unmanned",Brian K. Vaughan
"Naruto, Vol. 1: Uzumaki Naruto",Masashi Kishimoto
"Shadow Me (Shatter Me, #4.5)",Tahereh Mafi
The Warrior Heir,Cinda Williams Chima
Fool,Christopher Moore
The Rings of Saturn,W.G. Sebald
The Hard Way,Lee Child
Twelve Years a Slave,Solomon Northup
Blood of the Fold,Terry Goodkind
Blue Ocean Strategy: How to Create Uncontested Market Space and Make the Competition Irrelevant,W. Chan Kim
"Operation Pedestal: The Fleet That Battled to Malta, 1942",Max Hastings
"The End of Faith: Religion, Terror, and the Future of Reason",Sam Harris
Twice Bitten,Chloe Neill
Emperor Mage,Tamora Pierce
Rodrick Rules,Jeff Kinney
Airhead,Meg Cabot
The Power of the Dog,Don Winslow
Evoke,Danielle Simmons
Wings of Destiny: A USS Enterprise Naval Adventure Novel (Fightin'est Ship in WWII series Book 1),Scott Cook
The Battle of the Labyrinth,Rick Riordan
Pilgrim at Tinker Creek,Annie Dillard
Seven Up,Janet Evanovich
The A.B.C. Murders,Agatha Christie
The Secret of the Nagas,Amish Tripathi
The Song of Achilles,Madeline Miller
The Son,Robert         Reid
Destined,P.C. Cast
Drama,Raina Telgemeier
Unwifeable: A Memoir,Mandy Stadtmiller
Homo Faber,Max Frisch
Business Model Generation,Alexander Osterwalder
Handle with Care,Jodi Picoult
The Arrival,Shaun Tan
Flat-Out Love,Jessica Park
"The Dragonriders of Pern (Dragonriders of Pern, #1-3)",Anne McCaffrey
After You,Jojo Moyes
The Mountain Is You: Transforming Self-Sabotage Into Self-Mastery,Brianna Wiest
ESV Study Bible,Anonymous
An Enchantment of Ravens,Margaret  Rogerson
The Coldest Winter: America and the Korean War,David Halberstam
Ways of Seeing,John Berger
"Love, Theoretically",Ali Hazelwood
The Dark Tower Series: Books 1-7,Stephen King
Undeniable,Madeline Sheehan
Waking the Tiger: Healing Trauma,Peter A. Levine
Arrows of the Queen,Mercedes Lackey
Dare Me,Megan Abbott
Playing to Win: How Strategy Really Works,A.G. Lafley
The Crimson Crown,Cinda Williams Chima
The Golden Bowl,Henry James
Devil May Cry,Sherrilyn Kenyon
Timbi's Dream,Max Nowaz
Measure What Matters,John Doerr
The Time Paradox,Eoin Colfer
Eye for Eye,J.K. Franko
Four Thousand Weeks: Time Management for Mortals,Oliver Burkeman
Edenbrooke,Julianne Donaldson
The Lost Letters of Aisling,Cynthia Ellingsen
The Tower of Nero,Rick Riordan
The Girl in the Garden,Melanie Wallace
The Symposium,Plato
Astrophysics for People in a Hurry,Neil deGrasse Tyson
The House of the Seven Gables,Nathaniel Hawthorne
The System of the World,Neal Stephenson
For a Few Demons More,Kim Harrison
"Where'd You Go, Bernadette",Maria Semple
In Her Shoes,Jennifer Weiner
My Blood Approves,Amanda Hocking
Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert
The Gospel According to Jesus Christ,José Saramago
My Big Fat Zombie Goldfish,Mo O'Hara
Vanish,Tess Gerritsen
"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Julie Powell
Mrs. Mike,Benedict Freedman
Caught,Harlan Coben
"Angus, Thongs and Full-Frontal Snogging",Louise Rennison
My Sister's Betrayal,Roberta Kagan
Tropic of Capricorn,Henry Miller
"A Higher Loyalty: Truth, Lies, and Leadership",James Comey
UnEnchanted,Chanda Hahn
"Full Dark, No Stars",Stephen King
21 Lessons for the 21st Century,Yuval Noah Harari
Forest of Secrets,Erin Hunter
The Queen's Fool,Philippa Gregory
What If It's Us,Becky Albertalli
Dr. Seuss's ABC: An Amazing Alphabet Book!,Dr. Seuss
The Cost of Discipleship,Dietrich Bonhoeffer
Beautiful Redemption,Kami Garcia
Samarkand,Amin Maalouf
The Paris Apartment,Lucy Foley
The Forgotten Bookshop in Paris,Daisy Wood
الإسلام بين الشرق والغرب,Alija Izetbegović
Dark Eyes: White Lies,M.R. Noble
Wishful Drinking,Carrie Fisher
The Recruit,Robert Muchamore
The 100,Kass Morgan
Holly Jolly: Campfire Stories,JK Franko Junior
False Memory,Dean Koontz
Love on the Line,Kirsten Fullmer
Percy Jackson's Greek Heroes,Rick Riordan
This is Going to Hurt: Secret Diaries of a Junior Doctor,Adam Kay
Pyramids,Terry Pratchett
The Necromancer,Michael Scott
My Cousin Rachel,Daphne du Maurier
The Basketball Diaries,Jim Carroll
Collected Ghost Stories,M.R. James
The Call of Cthulhu,H.P. Lovecraft
Sweet Dreams,Kristen Ashley
Twilight Eyes,Dean Koontz
The Secret History of the Pink Carnation,Lauren Willig
A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,James Bowen
The Devil's Star,Jo Nesbø
Maniac Magee,Jerry Spinelli
Broken,Shy Keenan
The Sea Wolf,Jack London
The Girl of Fire and Thorns,Rae Carson
Selected Poems,Robert Frost
Sweet Reckoning,Wendy Higgins
A Deepness in the Sky,Vernor Vinge
A Hat Full of Sky,Terry Pratchett
Winter's Heart,Robert Jordan
In the Hand of the Goddess,Tamora Pierce
Touch of Frost,Jennifer Estep
Bridget Jones: The Edge of Reason,Helen Fielding
Her Fearful Symmetry,Audrey Niffenegger
The Lighthouse Effect: How Ordinary People Can Have an Extraordinary Impact in the World,Steve  Pemberton
The Art of Fielding,Chad Harbach
Democracy in America,Alexis de Tocqueville
Poison Princess,Kresley Cole
The Gilded Wolves,Roshani Chokshi
Luck in the Shadows,Lynn Flewelling
The Jungle Book,Rudyard Kipling
The Going To Bed Book,Sandra Boynton
The Devil's Trinity,Michael              Parker
"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge and the Teachings of Plants",Robin Wall Kimmerer
"Lady Justice: Women, the Law, and the Battle to Save America",Dahlia Lithwick
Sh*t My Dad Says,Justin Halpern
Assassin's Quest,Robin Hobb
Piercing the Darkness,Frank E. Peretti
Love Letters to the Dead,Ava Dellaira
Fractured,Karin Slaughter
We Were the Mulvaneys,Joyce Carol Oates
The Gambler,Fyodor Dostoevsky
Against the Machine: Evolution,Brian Van Norman
The Stranger Beside Me: Ted Bundy: The Shocking Inside Story,Ann Rule
Charmed Life,Diana Wynne Jones
Beyond the Kingdoms,Chris Colfer
They Came From The North,Malcolm McCoard
The Summer of Broken Rules,K.L. Walther
Shanghai Girls,Lisa See
The Lying Game,Sara Shepard
Furiously Happy: A Funny Book About Horrible Things,Jenny  Lawson
The Most Popular President Who Ever Lived [So Far],Nancy Omeara
The Little Friend,Donna Tartt
Imperial Bedrooms,Bret Easton Ellis
Terrier,Tamora Pierce
Vain,Fisher Amelie
The Midnight Line,Lee Child
The Lacuna,Barbara Kingsolver
Bring Up the Bodies,Hilary Mantel
Lectures on Faith,Joseph Smith Jr.
Annabel Lee,Edgar Allan Poe
The Lunatic Cafe,Laurell K. Hamilton
Forever Too Far,Abbi Glines
The Ship of the Dead,Rick Riordan
Managing a Dental Practice: The Genghis Khan Way,Michael R. Young
The Forbidden Zone,Whitley Strieber
The Coven of Deeds,Malcolm McCoard
Skeleton Man,Tony Hillerman
The cartilaginous skeleton of the bronchial tree,Ferdinand Vanpeperstraete
Bloody Jack,L.A. Meyer
The Stone Sky,N.K. Jemisin
Inherit the Wind: The Powerful Courtroom Drama in which Two Men Wage the Legal War of the Century,Jerome Lawrence
Bone: The Complete Edition,Jeff Smith
Ordeal,Tatyana K. Varenko
The Palace of Illusions,Chitra Banerjee Divakaruni
I Never Promised You a Rose Garden,Hannah  Green
In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick
The Dry,Jane Harper
Lady Audley's Secret,Mary Elizabeth Braddon
Awoken,Timothy   Miller
Left to Tell: Discovering God Amidst the Rwandan Holocaust,Immaculée Ilibagiza
No Time for Goodbye,Linwood Barclay
Sugar Daddy,Lisa Kleypas
The Nanny Song,Misty Mount
The Clockmaker's Daughter,Kate Morton
Jesus’ Son,Denis Johnson
The Life and Times of the Thunderbolt Kid,Bill Bryson
Life: A User's Manual,Georges Perec
VALIS,Philip K. Dick
Tales from the Shadowhunter Academy,Cassandra Clare
I Dream of Yellow Kites: What if it was all just a nightmare?,Retta Bono
Supreme Betrayal,Mark M. Bello
The Cask of Amontillado,Edgar Allan Poe
Trust: A New Beginning,Cristiane Serruya
Night Shift,Stephen King
Baltasar and Blimunda,José Saramago
Freak the Mighty,Rodman Philbrick
The Siren,Tiffany Reisz
Projector for Sale,Steven Decker
Britt-Marie Was Here,Fredrik Backman
Cocaine Nights,J.G. Ballard
Ghost Hunter,Michelle Paver
"Tokyo Ghoul, Tome 1",Sui Ishida
An Astronaut's Guide to Life on Earth,Chris Hadfield
"King Leopold's Ghost: A Story of Greed, Terror, and Heroism in Colonial Africa",Adam Hochschild
The Luxe,Anna Godbersen
"பொன்னியின் செல்வன், முழுத்தொகுப்பு",Kalki
"Dancing with The Field: Bringing Joy, Passion and Play into Everyday Life",Kris Kelkar
Career of Evil,Robert Galbraith
Maya's Magical Adventures,Malcolm McCoard
Hunting Ground,Patricia Briggs
Desert Flower,Waris Dirie
The Kings of Clonmel,John Flanagan
